"id";"value";"lat";"lng";"patrol";"createdAt";"updatedAt"
"077177ce-babe-4d06-be8c-bca15215ba56";"Павлова, 13";-71.1026;111.271;"Северный";"2020-03-24 09:56:58";"2020-03-24 09:56:58"
"077e0434-665d-45fa-b054-0b4266beca60";"Машхур Жусупа﻿, 284";-137.528;72.8249;"Центральный";"2020-09-13 12:35:40";"2020-09-13 12:35:40"
"07909e58-b7bf-44f7-908b-693dd41c43bb";"Майры,31";-188.302;59.4367;"Южный";"2020-09-15 04:06:12";"2020-09-15 04:06:12"
"07ab8aed-9b31-461d-96da-bc20ed8a82d4";"Сибирская, 29";-46.5357;165.69;"Северный";"2020-03-21 06:20:44";"2020-03-21 06:20:44"
"07dc6478-d9ce-4d5e-8d9c-dc5ef74fe888";"Мира, 16";-44.7857;41.737;"Северный";"2020-03-20 14:39:58";"2020-03-20 14:39:58"
"082a9b44-e0ff-49bd-b082-63dd3ecca65b";"Литвинова, 13";-43.2745;159.849;"Северный";"2020-03-21 06:26:38";"2020-03-21 06:26:38"
"0847bd61-033f-4c14-a600-f9ad30dc186b";"Прибрежная, 20";-62.5044;29.9479;"Северный";"2020-03-20 05:24:04";"2020-03-20 05:24:04"
"08da0536-806c-46fd-991e-aead896b7935";"Нурмагамбетова, 42";-52.7901;124.724;"Северный";"2020-03-21 05:06:45";"2020-03-21 05:06:45"
"092388a6-eedb-4797-8ed1-00508264546b";"Лермонтова, 112";-70.0557;97.2396;"Северный";"2020-03-24 08:40:56";"2020-03-24 08:40:56"
"094e9cc7-a7bd-47d1-b8f8-8e1e681fdd12";"Луговая, 12/1";-68.6529;37.0495;"Северный";"2020-03-20 06:26:37";"2020-03-20 06:26:37"
"097cba0b-bd3f-4278-be88-b25df9b0e22c";"Набережная, 5";-67.3091;39.0182;"Северный";"2020-03-20 05:49:55";"2020-03-20 05:49:55"
"0997791b-0c21-41ac-b71e-b1b844d9c33a";"Академика Сатпаева, 15";-63.3057;52.0833;"Северный";"2020-03-20 09:44:38";"2020-03-20 09:44:38"
"09fe5ad5-ed4d-4625-81e8-d50502cc5401";"Запорожская, 30";-45.1495;173.536;"Северный";"2020-03-23 08:13:04";"2020-03-23 08:13:04"
"0a525781-bd22-43b9-9b28-fdfba8c17eac";"Айманова, 12";-50.0714;21.849;"Северный";"2020-03-20 04:20:41";"2020-03-20 04:20:41"
"0a6136ad-1028-4532-bdfa-e5b5e8522015";"Дистанция пути, 44";-26.8682;184.599;"Северный";"2020-03-23 10:35:25";"2020-03-23 10:35:25"
"0ad264cc-1ac6-48b6-bd88-3b6a7fd2381f";"назарбаева, 13";-68.6924;98.7492;"Южный";"2020-09-10 16:10:58";"2020-09-10 16:10:58"
"0afca9eb-e15d-438b-b1cb-753b52596bc5";"Торайгырова,  70/11";-49.962;81.1458;"Северный";"2020-03-21 03:58:06";"2020-03-21 03:58:06"
"0b18d32d-3f52-4855-a1f2-b72b7e35a3b1";"Якутская, 35";-47.0747;169.221;"Северный";"2020-03-23 06:07:20";"2020-03-23 06:07:20"
"0b50746e-c398-49de-81f5-1afc5acefda7";"Дальневосточная, 20/1";-31.9497;179.128;"Северный";"2020-03-23 10:25:44";"2020-03-23 10:25:44"
"0b766ebb-cbd0-4415-801d-c9abb2971b00";"Академика Бектурова, 14";-62.337;60.1615;"Северный";"2020-03-20 10:33:47";"2020-03-20 10:33:47"
"0b76fd0b-4524-4b6d-8b97-6cf431471619";"Лермонтова, 119";-73.2466;98.2292;"Северный";"2020-03-24 09:10:54";"2020-03-24 09:10:54"
"0bb48175-94b0-458d-81cc-192777a3da36";"Дальневосточная, 36";-38.1339;180.927;"Северный";"2020-03-23 09:47:23";"2020-03-23 09:47:23"
"0bc40e76-581c-4593-a8af-b988950cc128";"Айманова, 40/3";-40.7857;27.7526;"Северный";"2020-03-20 04:55:04";"2020-03-20 04:55:04"
"0bd136df-ea3b-45d4-a575-3258a720cebc";"Привокзальная площадь, 1/1г";-49.2857;110.792;"Северный";"2020-03-21 04:51:12";"2020-03-21 04:51:12"
"0bfcc865-d878-441b-923a-b46220b7bdc2";"Нурмагамбетова, 134 к1";-50.9151;156.208;"Северный";"2020-03-21 05:42:00";"2020-03-21 05:42:00"
"0c010613-38c1-4479-a1a4-a00d786cd90c";"Привокзальная площадь, 1/1 к1";-48.6216;106.323;"Северный";"2020-03-21 04:47:47";"2020-03-21 04:47:47"
"0c298eb2-751d-4869-b83b-c003dc2d4d5b";"Павлова, 7";-68.4307;111.255;"Северный";"2020-03-24 09:59:44";"2020-03-24 09:59:44"
"0c73cc22-32a4-42a5-95ee-d212959d6a8c";"Лермантова 109";-73.462;90.0482;"Центральный";"2020-09-13 11:27:16";"2020-09-13 11:27:16"
"0cadc2ed-59c6-489b-8c9d-e6832fcd86dc";"Целинная, 16/1";-41.6339;171.849;"Северный";"2020-03-23 06:18:25";"2020-03-23 06:18:25"
"0cdbf6fe-f809-4d38-9740-7cfa6ead62de";"Заслонова, 12";-44.1964;159.615;"Северный";"2020-03-21 06:25:13";"2020-03-21 06:25:13"
"0d222673-38bf-459c-83c7-17aef9538995";"Луговая, 16";-64.3057;33.1615;"Северный";"2020-03-20 05:24:35";"2020-03-20 05:24:35"
"0d49e47f-a48f-4622-8a0b-880bff83545d";"Лермонтова, 116";-69.9151;98.8333;"Северный";"2020-03-24 08:41:05";"2020-03-24 08:41:05"
"0d8d32d5-cbaa-4641-aa2a-2d14c64693df";"Литвинова, 21";-42.8995;161.583;"Северный";"2020-03-21 06:27:00";"2020-03-21 06:27:00"
"0d9424cf-1033-4331-8f03-474d842a601a";"Запорожская, 38";-46.7901;173.911;"Северный";"2020-03-23 08:12:47";"2020-03-23 08:12:47"
"0dbf34d6-6e27-4b87-9359-13e8acd41136";"​Торайгырова, 58";-56.837;72.6615;"Северный";"2020-03-20 14:38:33";"2020-03-20 14:38:33"
"0ddfc79d-0a61-4a8f-9478-fc781ed5344f";"Дальневосточная, 28";-36.212;180.521;"Северный";"2020-03-23 09:48:03";"2020-03-23 09:48:03"
"0e2627de-ceec-4be1-9cf8-24a761bb8f0b";"Геринга, 13";-60.5714;116.208;"Северный";"2020-03-24 10:07:31";"2020-03-24 10:07:31"
"0e4048cc-74fb-4b9a-9533-70d9624d224c";"Толстого 92/2";-113.188;118.572;"Южный";"2020-09-27 16:54:46";"2020-09-27 16:54:46"
"0e7602aa-868a-4770-b9bd-c4a8e2b46b2f";"Железнодорожников, 7";-41.1339;160.896;"Северный";"2020-03-21 06:29:40";"2020-03-21 06:29:40"
"0e7fa8bc-358f-44d1-a898-f6c0639cdb73";"Минина, 11";-43.0245;163.115;"Северный";"2020-03-21 06:31:08";"2020-03-21 06:31:08"
"0ed2ba3f-64f2-4b48-9ec3-329ff78f2730";"Торайгырова, 59";-60.9341;48.2526;"Северный";"2020-03-20 05:38:23";"2020-03-20 05:38:23"
"0fb68463-7b59-49eb-a9c8-2a06fc6a7a4e";"Архангельская, 42/3";-42.087;183.333;"Северный";"2020-03-23 09:56:32";"2020-03-23 09:56:32"
"0fc5f50c-bd4d-4326-a5a2-63e4f3299ca9";"Целинная, 33";-42.1651;175.458;"Северный";"2020-03-23 08:20:11";"2020-03-23 08:20:11"
"0ff42460-f57f-4d98-aadc-3cfa65df34ee";"Хабаровская, 22";-44.356;166.331;"Северный";"2020-03-21 06:22:13";"2020-03-21 06:22:13"
"10518789-d89d-4271-8a02-01be9c8a6f0e";"Назарбаева 44";-116.518;96.9182;"Центральный";"2020-09-12 16:02:23";"2020-09-12 16:02:23"
"10674481-5c27-4a10-98dd-2839d0dd069c";"Минина, 17";-44.5513;163.495;"Северный";"2020-03-21 06:02:12";"2020-03-21 06:02:12"
"1072c1bb-f678-44c5-a4ef-1f489dc70d84";"Бабина 32";-159.845;165.643;"Южный";"2020-09-27 16:59:01";"2020-09-27 16:59:01"
"109f4451-7a73-4f93-9938-af615e3d11f2";"Айманова, 47";-47.8951;26.7682;"Северный";"2020-03-20 04:32:31";"2020-03-20 04:32:31"
"1110c6ca-9885-4c8c-9ad7-d8d3751be31c";"Луговая, 12а";-68.7154;37.612;"Северный";"2020-03-20 06:26:27";"2020-03-20 06:26:27"
"11215736-8c4c-4e41-9dd1-d10269fa1a7c";"Айманова, 37";-45.1964;22.6615;"Северный";"2020-03-20 04:35:14";"2020-03-20 04:35:14"
"11aaa804-987d-4e28-9644-ddd3fc51e4b6";"Привокзальная площадь, 1/1";-48.3482;104.01;"Северный";"2020-03-21 04:47:53";"2020-03-21 04:47:53"
"11dedd1c-5951-4bff-be4f-862713d922b4";"​Торайгырова, 44";-54.1182;48.6146;"Северный";"2020-03-20 11:22:46";"2020-03-20 11:22:46"
"1205c69b-e8e1-41d3-8121-0cac87f2a988";"Академика Бектурова, 20";-68.4307;61.4896;"Северный";"2020-03-20 10:31:57";"2020-03-20 10:31:57"
"120c05d6-fe80-41b0-ba23-ea479e1a8c66";"Астана, 7/1";-66.962;47.8646;"Северный";"2020-03-20 06:10:55";"2020-03-20 06:10:55"
"1229cbba-7799-45cd-84d0-7305e776928e";"Таллинская, 14";-39.8682;179.38;"Северный";"2020-03-23 09:09:41";"2020-03-23 09:09:41"
"124cc801-be98-4017-8b21-8c59558f909c";"Заслонова, 21";-51.2432;129.865;"Северный";"2020-03-21 05:14:16";"2020-03-21 05:14:16"
"12646b81-5308-4ec4-b452-8d18e9ef0885";"Генерала Дюсенова, 22";-69.6026;57.0365;"Северный";"2020-03-20 09:51:34";"2020-03-20 09:51:34"
"12667985-6926-437a-b5c8-b4afbf210fb4";"​Академика Сатпаева, 13";-63.1807;53.599;"Северный";"2020-03-20 09:45:50";"2020-03-20 09:45:50"
"127e0c65-c65d-469c-b12b-2bc992cf1077";"Одесская, 14";-47.5245;159.818;"Северный";"2020-03-21 05:48:01";"2020-03-21 05:48:01"
"12a1fb31-169c-4363-b0d3-df19dd5975bc";"Дерова, 3/1";-39.4497;188.12;"Северный";"2020-03-23 10:12:11";"2020-03-23 10:12:11"
"131dad3d-77e8-42fb-a2dd-1fba93a7a2c7";"Таллинская, 32";-42.6964;179.927;"Северный";"2020-03-23 09:04:38";"2020-03-23 09:04:38"
"132bd8a2-c609-4214-86ae-16e7910bd70b";"​Академика Бектурова, 1а";-46.7076;63.862;"Северный";"2020-03-21 02:55:55";"2020-03-21 02:55:55"
"134a1393-8cd0-4eb8-9fb0-e3ea84051238";"Айманова, 35";-43.087;21.0052;"Северный";"2020-03-20 04:34:49";"2020-03-20 04:34:49"
"13529e6e-1b3b-4381-9b4a-87a971f48eee";"Нурмагамбетова, 120";-51.6339;151.24;"Северный";"2020-03-21 05:34:14";"2020-03-21 05:34:14"
"1391e5f8-4928-4348-9503-8216ee926159";"Мира, 9";-47.5245;40.4583;"Северный";"2020-03-20 11:03:15";"2020-03-20 11:03:15"
"13b1ad83-ff99-47df-9ab6-33fd2ad731d0";"Одесская, 27";-50.0747;161.12;"Северный";"2020-03-21 05:52:34";"2020-03-21 05:52:34"
"13c2dc33-955c-4fba-b146-8e1c2dc90df1";"Айманова, 24";-49.7745;14.6615;"Северный";"2020-03-20 04:02:41";"2020-03-20 04:02:41"
"13e5aaff-11b7-464d-9bdc-3b3648ee36cf";"Академика Сатпаева, 40";-72.1807;50.4115;"Северный";"2020-03-20 06:16:55";"2020-03-20 06:16:55"
"13ec4122-a83f-4f9c-8be8-89769f353f8b";"Академика Сатпаева, 30";-62.2901;49.224;"Северный";"2020-03-20 05:39:03";"2020-03-20 05:39:03"
"142508fa-5a14-46d4-ac10-327ffdf496db";"Заслонова, 1";-51.6841;122.167;"Северный";"2020-03-21 05:07:42";"2020-03-21 05:07:42"
"14a869b8-7c17-473b-b512-b06ca98ef482";"Мира, 39";-53.4732;59.5104;"Северный";"2020-03-20 14:29:30";"2020-03-20 14:29:30"
"14d115ac-ec4d-47cb-8717-b7a33632d09c";"Якутская, 6";-40.5714;167.224;"Северный";"2020-03-23 06:00:41";"2020-03-23 06:00:41"
"157359c8-fa3c-42b9-9d78-73ab497fd1aa";"Нурмагамбетова, 106";-51.5044;139.596;"Северный";"2020-03-21 05:28:10";"2020-03-21 05:28:10"
"15c1624c-f528-46ff-8a61-f67ba9f2cfec";"Нурмагамбетова, 40";-53.8057;124.833;"Северный";"2020-03-21 05:05:10";"2020-03-21 05:05:10"
"15e2e81f-8bda-43f5-b52a-6e1cf73eee93";"Минина, 22";-48.3013;163.253;"Северный";"2020-03-21 06:00:23";"2020-03-21 06:00:23"
"15fd01e3-ced6-4001-9557-864a4e265e98";"Сормова, 5";-47.462;65.3802;"Северный";"2020-03-21 02:57:36";"2020-03-21 02:57:36"
"160e98f2-077e-47bb-80c7-427816ff1373";"Мира, 9/1";-47.6807;41.5521;"Северный";"2020-03-20 11:03:21";"2020-03-20 11:03:21"
"1661b2e8-2985-4aff-a37b-ded2fc0dca6a";"Лермонтова, 45/3";-75.8091;54.7311;"Центральный";"2020-09-13 12:59:25";"2020-09-13 12:59:25"
"16715cca-ccec-40a5-8bf5-8aecf5e47daf";"Таллинская, 30";-42.0714;179.74;"Северный";"2020-03-23 09:04:43";"2020-03-23 09:04:43"
"16907660-d072-41a5-8806-32918b807b79";"Академика Сатпаева, 21/1";-68.837;52.6927;"Северный";"2020-03-20 06:34:54";"2020-03-20 06:34:54"
"1695f953-ccce-49eb-8399-0e995aba259e";"Генерала Дюсенова, 18/1";-68.0557;57.2708;"Северный";"2020-03-20 09:52:03";"2020-03-20 09:52:03"
"16af1aa4-02cc-49bc-b840-7eb651314cd2";"Айманова, 4";-52.6495;25.8333;"Северный";"2020-03-20 04:24:48";"2020-03-20 04:24:48"
"16c2e64d-552d-4d8d-9001-5aa4a2c5d341";"​Дальневосточная, 43/1";-40.9307;182.208;"Северный";"2020-03-23 09:52:01";"2020-03-23 09:52:01"
"16dc6f67-4595-4391-a145-21907544ecbc";"Минина, 26";-49.1685;163.424;"Северный";"2020-03-21 06:00:32";"2020-03-21 06:00:32"
"1701426b-e37b-407d-aed8-d81f1579bf39";"Таллинская, 41а";-40.3995;181.068;"Северный";"2020-03-23 09:35:04";"2020-03-23 09:35:04"
"1709e1b9-78b9-4f63-82f6-7508411253d5";"Таллинская, 35";-38.2901;180.318;"Северный";"2020-03-23 09:34:08";"2020-03-23 09:34:08"
"172a5076-82cc-4abb-82bf-32883a67a550";"Дистанция пути, 4/1";-28.7432;182.755;"Северный";"2020-03-23 10:35:53";"2020-03-23 10:35:53"
"172c9827-8342-44b3-af82-a560f45a89bc";"​Павлова, 31";-81.6026;111.568;"Северный";"2020-03-24 09:40:42";"2020-03-24 09:40:42"
"17417b09-6d7b-4914-ad12-36dd7c0e9ffd";"Нурсултан Назарбаев, 285";-203.811;132.929;"Южный";"2020-09-15 03:38:16";"2020-09-15 03:38:16"
"17cd6fb7-42e5-4809-bc79-b918000315a0";"​Академика Бектурова, 2";-48.0401;61.724;"Северный";"2020-03-21 02:53:02";"2020-03-21 02:53:02"
"17d256aa-e696-4d14-817b-9a7b77c25000";"сквер Денсаулык""""";-57.7745;55.224;"Северный";"2020-03-20 12:14:28";"2020-03-20 12:14:28"
"1819364d-2183-4b3a-9636-6bb7658cd868";"Айманова, 5";-52.9464;24.474;"Северный";"2020-03-20 04:24:42";"2020-03-20 04:24:42"
"184b2073-2e5d-4868-8fb7-831107c0caca";"Путейская, 52";-45.8482;73.2682;"Северный";"2020-03-21 03:25:40";"2020-03-21 03:25:40"
"18644e83-6a67-4788-9359-314232cb5bd3";"Гагарина 38/1";-153.184;87.1921;"Центральный";"2020-09-13 09:09:06";"2020-09-13 09:09:06"
"188d324c-c2c0-4355-b88b-7ea88f7e36a1";"Заслонова, 11";-51.3326;125.948;"Северный";"2020-03-21 05:08:17";"2020-03-21 05:08:17"
"18e4b87b-2b2e-4cb4-8f23-8520c28d11ce";"Сулейменова, 4/2";-35.8682;186.302;"Северный";"2020-03-23 10:05:49";"2020-03-23 10:05:49"
"192009f2-49b7-40bb-b82d-7fda93ae6e5d";"Хабаровская, 20";-44.7701;166.401;"Северный";"2020-03-21 06:22:19";"2020-03-21 06:22:19"
"193210bf-178e-4579-866c-17a6b74ecd88";"Торайгырова, 48/1";-58.1138;58.3385;"Северный";"2020-03-20 12:20:15";"2020-03-20 12:20:15"
"1955aba5-4331-4b44-a658-f6294e8a51ec";"Гагарина68";-152.754;118.978;"Южный";"2020-10-05 16:48:27";"2020-10-05 16:48:27"
"195b9c77-343d-42f8-ad0f-973a76cd3c93";"Академика Бектурова, 12";-62.5591;61.4635;"Северный";"2020-03-20 10:34:03";"2020-03-20 10:34:03"
"195c607b-127a-429d-a039-10a82c123c5b";"​Академика Бектурова, 5";-49.6651;62.5208;"Северный";"2020-03-21 02:55:39";"2020-03-21 02:55:39"
"19d5fd65-5a75-4c46-b0d7-3c712cfd644e";"Лермонтова 85";-76.3169;74.8107;"Центральный";"2020-08-04 06:26:35";"2020-08-04 06:26:35"
"19f2ea6c-bb7a-40dc-8426-517c2c9c1ef0";"Дерова, 14/1";-41.8794;187.909;"Северный";"2020-03-23 10:08:23";"2020-03-23 10:08:23"
"1a42993a-caf2-49c4-b0cf-64ea7d15a589";"​Привокзальная площадь, 1б";-49.6216;101.174;"Северный";"2020-03-21 04:15:02";"2020-03-21 04:15:02"
"1a5847c8-f816-40d3-9446-bc5e0be044a7";"Торайгырова, 68/2";-55.6495;83.1458;"Северный";"2020-03-21 03:35:17";"2020-03-21 03:35:17"
"1a67e252-e570-4abf-8b0e-25a27c696b4c";"Нурмагамбетова, 46";-52.7901;125.646;"Северный";"2020-03-21 05:06:50";"2020-03-21 05:06:50"
"1a7ca031-b4f5-44d8-ba64-e72c8817f557";"Береговая, 26";-67.8013;35.3464;"Северный";"2020-03-20 06:28:03";"2020-03-20 06:28:03"
"1a8c93e6-7d52-4617-ae88-fc16b98555e8";"Дерова, 2/1";-38.5201;187.206;"Северный";"2020-03-23 10:07:19";"2020-03-23 10:07:19"
"1ac1ceee-552a-4d0f-85f0-f571074c8498";"Мира, 11/1";-49.2276;37.7708;"Северный";"2020-03-20 11:14:35";"2020-03-20 11:14:35"
"1ad14128-b14d-4bb5-8931-3f54a78ef764";"Украинская, 9";-46.8682;158.724;"Северный";"2020-03-21 05:45:19";"2020-03-21 05:45:19"
"1adbd711-8b40-4ed7-9a68-61ca7b6f31ad";"Запорожская, 41";-47.5089;174.74;"Северный";"2020-03-23 08:15:39";"2020-03-23 08:15:39"
"1af45d27-17ad-4a0f-8b20-7f74d98ef5b5";"Целинная, 11/3";-40.1339;175.021;"Северный";"2020-03-23 09:08:19";"2020-03-23 09:08:19"
"1b02f1b8-fa45-41af-9c29-7af5bb4822f1";"Академика Бектурова, 18";-66.9932;60.4427;"Северный";"2020-03-20 10:32:13";"2020-03-20 10:32:13"
"1b0f976a-5d92-4067-9e97-15700b7a6314";"Сормова, 5/1";-47.6964;66.8958;"Северный";"2020-03-21 02:57:43";"2020-03-21 02:57:43"
"1b6a59d4-fa70-4145-ba4b-4e70b5c25fd9";"Естая 134";-95.856;86.4577;"Центральный";"2020-09-13 18:23:28";"2020-09-13 18:23:28"
"1b821045-ead4-4a80-942c-8d7d526d4a42";"Абая 115";-104.211;77.1842;"Центральный";"2020-09-13 17:11:12";"2020-09-13 17:11:12"
"1b8b30dc-8419-4e67-87e3-10f35cd56173";"Якутская, 14";-42.5089;167.661;"Северный";"2020-03-23 06:00:18";"2020-03-23 06:00:18"
"1bb132f5-8c67-462a-bf7d-72a07e187995";"Таллинская, 24";-40.712;179.505;"Северный";"2020-03-23 09:04:57";"2020-03-23 09:04:57"
"1bc6e3dc-e04e-4a1e-b790-f329585dee5f";"Заслонова, 4/1";-50.8682;121.365;"Северный";"2020-03-21 05:02:47";"2020-03-21 05:02:47"
"1bc74522-5a22-4df8-b23c-80bca5910160";"Луговая, 2а";-71.4932;39.5677;"Северный";"2020-03-20 06:24:37";"2020-03-20 06:24:37"
"1be41049-e7b0-414a-b04e-66f8c5e32589";"Архангельская, 3/3";-35.5245;183.38;"Северный";"2020-03-23 09:59:20";"2020-03-23 09:59:20"
"1beaf016-7c90-4974-a5db-6f9b4e6c5009";"Айманова, 50";-49.2589;28.9271;"Северный";"2020-03-20 04:30:34";"2020-03-20 04:30:34"
"1c2a5dd0-0b39-45ac-92ab-f1ec67d92f17";"​Генерала Дюсенова, 15";-71.2901;60.0521;"Северный";"2020-03-20 09:57:04";"2020-03-20 09:57:04"
"1cc514a3-d8f2-4fbf-83cc-9081ca5f05f7";"Мира, 48";-53.9185;69.4245;"Северный";"2020-03-21 03:06:49";"2020-03-21 03:06:49"
"1d40dcbe-d9da-4fcd-9ae6-c2776a0f6e82";"Украинская, 29";-50.837;159.599;"Северный";"2020-03-21 05:46:14";"2020-03-21 05:46:14"
"1d470f00-782b-41d9-9087-bb9857f92c94";"Лермонтова, 59";-74.9497;67.7389;"Центральный";"2020-09-13 12:48:33";"2020-09-13 12:48:33"
"1d4d8395-1017-452a-a8f6-ede91bba2bc3";"Алтайская, 27";-45.3214;170.911;"Северный";"2020-03-23 06:14:21";"2020-03-23 06:14:21"
"1d7a324c-47e9-4146-a4eb-8838a07c5158";"Нурсултана Назарбаева проспект, 174";-160.895;99.4249;"Центральный";"2020-09-13 11:14:24";"2020-09-13 11:14:24"
"1d82fcbd-967a-4d5e-a5e3-d09f306f2e56";"Машур Жусупова 9";-62.6685;70.6139;"Центральный";"2020-09-13 17:23:47";"2020-09-13 17:23:47"
"1d8d30a4-7191-465f-9f51-3ed976404024";"Лермонтова, 129";-74.3214;102.443;"Северный";"2020-03-24 09:24:32";"2020-03-24 09:24:32"
"1d9c991d-f060-451d-bb4a-083d3f2a0ab2";"Дальневосточная, 42/4";-42.2589;181.818;"Северный";"2020-03-23 09:45:01";"2020-03-23 09:45:01"
"1dd8bff8-d120-40b0-9323-091874541ab7";"Лермонтова, 84";-72.6138;71.9421;"Центральный";"2020-09-13 12:50:06";"2020-09-13 12:50:06"
